Hearth Kami,2004-10-01,R,2,{1}{R},Creature
Hearthborn Battler,2024-08-02,R,3,{2}{R},Creature
Hearthcage Giant,2007-10-12,R,8,{6}{R}{R},Creature
Hearthfire Hobgoblin,2008-07-25,RW,3,{R/W}{R/W}{R/W},Creature
Heartlash Cinder,2008-07-25,R,2,{1}{R},Creature
Heartless Act,2020-04-24,B,2,{1}{B},Instant
Heartless Conscription,2024-04-19,B,8,{6}{B}{B},Sorcery
Heartless Hidetsugu,2005-02-04,R,5,{3}{R}{R},Creature
Heartless Pillage,2017-09-29,B,3,{2}{B},Sorcery
Heartless Summoning,2011-09-30,B,2,{1}{B},Enchantment
Heartmender,2008-05-02,GW,4,{2}{G/W}{G/W},Creature
Hearts on Fire,2024-11-15,R,2,{1}{R},Instant
Heartseeker,2004-02-06,,4,{4},Artifact
Heartstabber Mosquito,2009-10-02,B,4,{3}{B},Creature
Heartstone,1998-03-02,,3,{3},Artifact
Heartwarming Redemption,2019-05-03,RW,4,{2}{R}{W},Instant
Heartwood Dryad,1997-10-14,G,2,{1}{G},Creature
Heartwood Giant,1997-10-14,G,5,{3}{G}{G},Creature
Heartwood Shard,2003-10-02,G,3,{3},Artifact
Heartwood Storyteller,2007-05-04,G,3,{1}{G}{G},Creature
Heartwood Storyteller Avatar,2003-01-01,,0,,Vanguard
Heartwood Treefolk,1997-10-14,G,4,{2}{G}{G},Creature
Heat Ray,1998-10-12,R,1,{X}{R},Instant
Heat Shimmer,2007-10-12,R,3,{2}{R},Sorcery
Heat Stroke,1997-06-09,R,3,{2}{R},Enchantment
Heat Wave,1997-02-03,R,3,{2}{R},Enchantment
Heat of Battle,1998-03-02,R,2,{1}{R},Enchantment
Heated Debate,2021-04-23,R,3,{2}{R},Instant
Heaven // Earth,2017-04-28,GR,3,{X}{G},Instant
Heaven Sent,2023-10-13,RU,2,{U}{R},Enchantment
Heaven's Gate,1994-06-01,W,1,{W},Instant
Heavenly Blademaster,2018-08-09,W,6,{5}{W},Creature
Heavenly Qilin,2016-11-16,W,3,{2}{W},Creature
Heavy Arbalest,2010-10-01,,3,{3},Artifact
Heavy Ballista,1997-06-09,W,4,{3}{W},Creature
Heavy Fog,1999-05-01,G,2,{1}{G},Instant
Heavy Infantry,2015-07-17,W,5,{4}{W},Creature
Heavy Mattock,2012-02-03,,3,{3},Artifact
Heavyweight Demolisher,2022-11-18,R,7,{7},Artifact;Creature
Hecatomb,1995-06-03,B,3,{1}{B}{B},Enchantment
Heckling Fiends,2012-02-03,R,3,{2}{R},Creature
Hedge Maze,2024-02-09,GU,0,,Land
Hedge Shredder,2024-09-27,G,4,{2}{G}{G},Artifact
Hedge Troll,2007-02-02,GW,3,{2}{G},Creature
Hedge Whisperer,2024-02-09,G,1,{G},Creature
Hedgewitch's Mask,2021-09-24,W,1,{W},Artifact
Hedonist's Trove,2015-03-27,B,7,{5}{B}{B},Enchantment
Hedron Alignment,2016-01-22,U,3,{2}{U},Enchantment
Hedron Archive,2015-10-02,,4,{4},Artifact
Hedron Blade,2015-10-02,,1,{1},Artifact
Hedron Crab,2009-10-02,U,1,{U},Creature
Hedron Crawler,2016-01-22,,2,{2},Artifact;Creature
Hedron Detonator,2023-04-21,R,3,{2}{R},Creature
Hedron Fields of Agadeem,2023-04-21,,0,,Plane
Hedron Matrix,2010-04-23,,4,{4},Artifact
Hedron Rover,2010-02-05,,4,{4},Artifact;Creature
Hedron Scrabbler,2009-10-02,,2,{2},Artifact;Creature
Hedron-Field Purists,2010-04-23,W,3,{2}{W},Creature
Heed the Mists,2005-02-04,U,5,{3}{U}{U},Sorcery
Heedless One,2002-10-07,G,4,{3}{G},Creature
"Heidar, Rimewind Master",2006-07-21,U,5,{4}{U},Creature
Heightened Awareness,2000-06-05,U,5,{3}{U}{U},Enchantment
Heightened Reflexes,2020-04-24,R,1,{R},Instant
"Heiko Yamazaki, the General",2022-02-18,R,4,{3}{R},Creature
Heir of Falkenrath // Heir to the Night,2016-04-08,B,2,{1}{B},Creature
Heir of the Ancient Fang,2022-02-18,G,3,{2}{G},Creature
Heir of the Wilds,2014-09-26,G,2,{1}{G},Creature
Heir to Dragonfire,2023-10-10,R,2,{1}{R},Creature
Heirloom Blade,2017-08-25,,3,{3},Artifact
Heirloom Epic,2024-08-02,,1,{1},Artifact
Heirloom Mirror // Inherited Fiend,2021-09-24,B,2,{1}{B},Artifact
Heirs of Stromkirk,2012-05-04,R,4,{2}{R}{R},Creature
Hekma Sentinels,2017-04-28,U,3,{2}{U},Creature
Helbrute,2022-10-07,BR,5,{3}{B}{R},Artifact;Creature
"Helga, Skittish Seer",2024-08-02,GUW,3,{G}{W}{U},Creature
Helica Glider,2020-04-24,W,3,{2}{W},Creature
Heliod's Emissary,2013-09-27,W,4,{3}{W},Enchantment;Creature
Heliod's Intervention,2020-01-24,W,2,{X}{W}{W},Instant
Heliod's Pilgrim,2014-07-18,W,3,{2}{W},Creature
Heliod's Punishment,2020-01-24,W,2,{1}{W},Enchantment
"Heliod, God of the Sun",2013-09-27,W,4,{3}{W},Enchantment;Creature
"Heliod, Sun-Crowned",2020-01-24,W,3,{2}{W},Enchantment;Creature
"Heliod, the Radiant Dawn // Heliod, the Warped Eclipse",2023-04-21,UW,4,{2}{W}{W},Enchantment;Creature
Helionaut,2001-06-04,W,3,{2}{W},Creature
Heliophial,2004-06-04,,5,{5},Artifact
Helium Squirter,2006-05-05,U,5,{4}{U},Creature
Helix Pinnacle,2008-07-25,G,1,{G},Enchantment
Hell Mongrel,2021-06-18,B,4,{3}{B},Creature
Hell Swarm,1994-06-01,B,1,{B},Instant
Hell to Pay,2024-04-19,R,1,{X}{R},Sorcery
Hell's Caretaker,1994-06-01,B,4,{3}{B},Creature
Hell's Caretaker Avatar,2003-01-01,,0,,Vanguard
Hell's Thunder,2008-10-03,R,3,{1}{R}{R},Creature
Hell-Bent Raider,2002-02-04,R,3,{1}{R}{R},Creature
Hellcarver Demon,2010-04-23,B,6,{3}{B}{B}{B},Creature
Helldozer,2005-10-07,B,6,{3}{B}{B}{B},Creature
Hellfire,1994-06-01,B,5,{2}{B}{B}{B},Sorcery
Hellfire Mongrel,2009-10-02,R,3,{2}{R},Creature
Hellhole Flailer,2012-10-05,BR,3,{1}{B}{R},Creature
Hellhole Rats,2006-05-05,BR,4,{2}{B}{R},Creature
Hellion Crucible,2012-07-13,R,0,,Land
Hellion Eruption,2010-04-23,R,6,{5}{R},Sorcery
Hellish Rebuke,2021-07-23,B,3,{2}{B},Instant
Hellish Sideswipe,2025-02-14,B,1,{B},Sorcery
Hellkite Charger,2009-10-02,R,6,{4}{R}{R},Creature
Hellkite Courser,2020-11-20,R,6,{4}{R}{R},Creature
Hellkite Hatchling,2009-02-06,GR,4,{2}{R}{G},Creature
Hellkite Igniter,2011-02-04,R,7,{5}{R}{R},Creature
Hellkite Overlord,2008-10-03,BGR,8,{4}{B}{R}{R}{G},Creature
Hellkite Punisher,2020-07-03,R,7,{5}{R}{R},Creature
Hellkite Tyrant,2013-02-01,R,6,{4}{R}{R},Creature
Hellkite Whelp,2018-10-05,R,5,{4}{R},Creature
Hellraiser Goblin,2013-02-01,R,3,{2}{R},Creature
Hellrider,2012-02-03,R,4,{2}{R}{R},Creature
Hellspark Elemental,2009-02-06,R,2,{1}{R},Creature
Hellspur Brute,2024-04-19,R,5,{4}{R},Creature
Hellspur Posse Boss,2024-04-19,R,4,{2}{R}{R},Creature
Helm of Awakening,1997-02-03,,2,{2},Artifact
Helm of Chatzuk,1993-08-05,,1,{1},Artifact
Helm of Kaldra,2004-06-04,,3,{3},Artifact
Helm of Obedience,1996-06-10,,4,{4},Artifact
Helm of Possession,1997-10-14,,4,{4},Artifact
Helm of the Ghastlord,2008-05-02,BU,4,{3}{U/B},Enchantment
Helm of the Gods,2015-07-17,,1,{1},Artifact
Helm of the Host,2018-04-27,,4,{4},Artifact
Helpful Hunter,2024-11-15,W,2,{1}{W},Creature
Helping Hand,2023-11-17,W,1,{W},Sorcery
Helvault,2012-02-03,,3,{3},Artifact
Hematite Golem,2003-10-02,R,4,{4},Artifact;Creature
Hematite Talisman,1995-06-03,,2,{2},Artifact
Hemlock Vial,2024-07-05,B,2,{1}{B},Artifact
Henchfiend of Ukor,2007-05-04,BR,4,{3}{R},Creature
Henge Guardian,1999-10-04,,5,{5},Artifact;Creature
Henge Walker,2019-10-04,,3,{3},Artifact;Creature
Henge of Ramos,1999-10-04,,0,,Land
Hengegate Pathway // Mistgate Pathway,2021-02-05,UW,0,,Land
"Henrika Domnathi // Henrika, Infernal Seer",2021-11-19,B,4,{2}{B}{B},Creature
"Henry Wu, InGen Geneticist",2023-11-17,BGU,3,{B}{G}{U},Creature
"Henzie ""Toolbox"" Torre",2022-04-29,BGR,3,{B}{R}{G},Creature
Herald of Anafenza,2014-09-26,W,1,{W},Creature
Herald of Anguish,2017-01-20,B,7,{5}{B}{B},Creature
Herald of Dromoka,2015-03-27,W,2,{1}{W},Creature
Herald of Eternal Dawn,2024-11-15,W,7,{4}{W}{W}{W},Creature
Herald of Faith,2018-07-13,W,5,{3}{W}{W},Creature
Herald of Hadar,2021-07-23,B,5,{4}{B},Creature
Herald of Hoofbeats,2023-04-21,U,4,{3}{U},Creature
Herald of Ilharg,2024-02-23,GR,4,{2}{R}{G},Creature
Herald of Kozilek,2015-10-02,RU,3,{1}{U}{R},Creature
Herald of Leshrac,2006-07-21,B,7,{6}{B},Creature
Herald of Secret Streams,2017-09-29,U,4,{3}{U},Creature
Herald of Serra,1998-10-12,W,4,{2}{W}{W},Creature
Herald of Slaanesh,2022-10-07,R,3,{2}{R},Creature
Herald of Torment,2014-02-07,B,3,{1}{B}{B},Enchantment;Creature
Herald of Vengeance,2022-06-02,W,5,{3}{W}{W},Creature
Herald of War,2012-05-04,W,5,{3}{W}{W},Creature
Herald of the Dreadhorde,2019-05-03,B,4,{3}{B},Creature
Herald of the Fair,2016-09-30,W,3,{2}{W},Creature
Herald of the Forgotten,2020-04-17,W,8,{6}{W}{W},Creature
Herald of the Host,2015-11-13,W,5,{3}{W}{W},Creature
Herald of the Pantheon,2015-07-17,G,2,{1}{G},Creature
Herald of the Sun,2019-07-12,W,6,{4}{W}{W},Creature
Herald's Horn,2017-08-25,,3,{3},Artifact
Herald's Reveille,2023-12-05,U,1,{U},Sorcery
Heraldic Banner,2019-10-04,,3,{3},Artifact
Heralds of Tzeentch,2022-10-07,U,5,{4}{U},Creature
Herbal Poultice,2007-10-12,,0,{0},Artifact
Herbology Instructor // Malady Invoker,2023-04-21,BG,2,{1}{G},Creature
Herd Baloth,2021-06-18,G,5,{3}{G}{G},Creature
Herd Gnarr,2006-10-06,G,4,{3}{G},Creature
Herd Migration,2022-09-09,G,7,{6}{G},Sorcery
Herdchaser Dragon,2015-03-27,G,6,{5}{G},Creature
Heretic's Punishment,2011-09-30,R,5,{4}{R},Enchantment
"Herigast, Erupting Nullkite",2024-06-14,R,9,{9},Creature
Heritage Druid,2008-02-01,G,1,{G},Creature
Hermetic Study,1998-10-12,U,2,{1}{U},Enchantment
Hermit Druid,1998-03-02,G,2,{1}{G},Creature
Hermit Druid Avatar,2003-01-01,,0,,Vanguard
Hermit of the Natterknolls // Lone Wolf of the Natterknolls,2016-04-08,G,3,{2}{G},Creature
Hermitic Nautilus,2023-11-17,U,2,{1}{U},Artifact;Creature
Hero of Bladehold,2011-02-04,W,4,{2}{W}{W},Creature
Hero of Bretagard,2021-02-05,W,3,{2}{W},Creature
Hero of Goma Fada,2015-10-02,W,5,{4}{W},Creature
Hero of Iroas,2014-02-07,W,2,{1}{W},Creature
Hero of Leina Tower,2014-02-07,G,1,{G},Creature
Hero of Oxid Ridge,2011-02-04,R,4,{2}{R}{R},Creature
Hero of Precinct One,2019-01-25,W,2,{1}{W},Creature
Hero of the Dunes,2022-11-18,BW,5,{3}{W}{B},Creature
Hero of the Games,2020-01-24,R,3,{2}{R},Creature
Hero of the Nyxborn,2020-01-24,RW,3,{1}{R}{W},Enchantment;Creature
Hero of the Pride,2020-01-24,W,2,{1}{W},Creature
Hero of the Winds,2020-01-24,W,4,{3}{W},Creature
Hero's Blade,2015-01-23,,2,{2},Artifact
Hero's Demise,2005-02-04,B,2,{1}{B},Instant
Hero's Downfall,2013-09-27,B,3,{1}{B}{B},Instant
Hero's Heirloom,2022-09-09,,2,{2},Artifact
Hero's Resolve,1997-10-14,W,2,{1}{W},Enchantment
Hero's Uncle,2023-02-15,W,2,{1}{W},Creature
Heroes Remembered,2007-02-02,W,9,{6}{W}{W}{W},Sorcery
Heroes of Kamigawa,2023-08-01,BUW,4,{1}{W}{U}{B},Planeswalker
Heroes of the Revel,2020-01-24,R,5,{4}{R},Creature
Heroes' Bane,2014-05-02,G,5,{3}{G}{G},Creature
Heroes' Podium,2014-02-07,,5,{5},Artifact
Heroes' Reunion,2000-10-02,GW,2,{G}{W},Instant
Heroic Charge,2022-09-09,RW,4,{2}{W}{W},Instant
Heroic Defiance,2001-02-05,W,2,{1}{W},Enchantment
Heroic Intervention,2017-01-20,G,2,{1}{G},Instant
Heroic Reinforcements,2018-07-13,RW,4,{2}{R}{W},Sorcery
Heroism,1994-11-01,RW,3,{2}{W},Enchantment
Heron of Hope,2021-11-19,W,4,{3}{W},Creature
Heron's Grace Champion,2016-07-22,GW,4,{2}{G}{W},Creature
Heron-Blessed Geist,2021-11-19,W,5,{4}{W},Creature
Heronblade Elite,2021-09-24,G,3,{2}{G},Creature
Hesitation,1998-03-02,U,2,{1}{U},Enchantment
Hew the Entwood,2023-06-23,R,5,{3}{R}{R},Sorcery
Hewed Stone Retainers,2015-01-23,,3,{3},Artifact;Creature
Hex,2005-10-07,B,6,{4}{B}{B},Sorcery
Hex Parasite,2011-05-13,B,1,{1},Artifact;Creature
"Hex, Kellan's Companion",2023-10-10,G,2,{1}{G},Creature
Hexavus,2022-11-18,,6,{6},Artifact;Creature
Hexbane Tortoise,2022-09-09,G,3,{2}{G},Creature
Hexdrinker,2019-06-14,G,1,{G},Creature
Hexgold Halberd,2023-02-03,R,2,{1}{R},Artifact
Hexgold Hoverwings,2023-02-03,W,4,{3}{W},Artifact
Hexgold Slash,2023-02-03,R,1,{R},Instant
Hexgold Sledge,2023-02-28,R,3,{2}{R},Artifact
Hexgold Slith,2024-06-14,W,2,{1}{W},Creature
Hexmark Destroyer,2022-10-07,B,6,{4}{B}{B},Artifact;Creature
Hexplate Golem,2011-02-04,,7,{7},Artifact;Creature
Hexplate Wallbreaker,2023-02-03,R,5,{3}{R}{R},Artifact
Hezrou // Demonic Stench,2022-06-10,B,7,{5}{B}{B},Creature
Hibernation,1998-10-12,U,3,{2}{U},Instant
Hibernation Sliver,1998-03-02,BU,2,{U}{B},Creature
Hibernation's End,2006-07-21,G,5,{4}{G},Enchantment
Hickory Woodlot,1999-10-04,G,0,,Land
Hidden Ancients,1998-10-12,G,2,{1}{G},Enchantment
Hidden Blade,2024-07-05,,2,{2},Artifact
Hidden Cataract,2023-11-17,U,0,,Land
Hidden Courtyard,2023-11-17,W,0,,Land
Hidden Dragonslayer,2015-03-27,W,2,{1}{W},Creature
Hidden Footblade,2024-07-05,R,1,{R},Artifact
Hidden Gibbons,1999-02-15,G,1,{G},Enchantment
Hidden Grotto,2024-08-02,,0,,Land
Hidden Guerrillas,1998-10-12,G,1,{G},Enchantment
Hidden Herbalists,2017-01-20,G,2,{1}{G},Creature
Hidden Herd,1998-10-12,G,1,{G},Enchantment
Hidden Horror,1997-06-09,B,3,{1}{B}{B},Creature
Hidden Necropolis,2023-11-17,B,0,,Land
Hidden Nursery,2023-11-17,G,0,,Land
Hidden Path,1994-08-01,G,6,{2}{G}{G}{G}{G},Enchantment
Hidden Predators,1998-10-12,G,1,{G},Enchantment
Hidden Retreat,1998-03-02,W,3,{2}{W},Enchantment
Hidden Spider,1998-10-12,G,1,{G},Enchantment
Hidden Stag,1998-10-12,G,2,{1}{G},Enchantment
Hidden Stockpile,2017-01-20,BW,2,{W}{B},Enchantment
Hidden Strings,2013-05-03,U,2,{1}{U},Sorcery
Hidden Volcano,2023-11-17,R,0,,Land
Hide // Seek,2006-05-05,BRW,4,{R}{W},Instant
Hide in Plain Sight,2024-02-09,G,4,{3}{G},Sorcery
Hideous End,2009-10-02,B,3,{1}{B}{B},Instant
Hideous Laughter,2004-10-01,B,4,{2}{B}{B},Instant
Hideous Taskmaster,2024-06-14,R,7,{6}{R},Creature
Hideous Visage,2011-07-15,B,3,{2}{B},Sorcery
Hidetsugu Consumes All // Vessel of the All-Consuming,2022-02-18,BR,3,{1}{B}{R},Enchantment
Hidetsugu and Kairi,2023-04-21,BU,5,{2}{U}{U}{B},Creature
Hidetsugu's Poison Rite,2023-02-15,B,4,{3}{B},Sorcery
Hidetsugu's Second Rite,2005-06-03,R,4,{3}{R},Instant
"Hidetsugu, Devouring Chaos",2022-02-18,BR,4,{3}{B},Creature
Hieroglyphic Illumination,2017-04-28,U,4,{3}{U},Instant
Hieromancer's Cage,2018-07-13,W,4,{3}{W},Enchantment
Hierophant Bio-Titan,2022-10-07,G,12,{10}{G}{G},Creature
Hierophant's Chalice,2017-09-29,,3,{3},Artifact
High Alert,2019-01-25,UW,3,{1}{W}{U},Enchantment
High Fae Negotiator,2023-09-08,B,5,{3}{B}{B},Creature
High Fae Prankster,2023-10-10,BU,4,{2}{U}{B},Creature
High Fae Trickster,2024-11-15,U,4,{3}{U},Creature
High Ground,1998-06-15,W,1,{W},Enchantment
High Market,1999-10-04,,0,,Land
High Marshal Arguel,2023-12-05,BW,3,{1}{W}{B},Creature
High Noon,2024-04-19,RW,2,{1}{W},Enchantment
High Noon At Thunder Junction,2023-02-15,,0,,Plane
High Priest of Penance,2013-02-01,BW,2,{W}{B},Creature
High Seas,1999-10-04,U,3,{2}{U},Enchantment
High Sentinels of Arashin,2014-09-26,W,4,{3}{W},Creature
High Stride,2024-08-02,G,1,{G},Instant
High Tide,1994-11-01,U,1,{U},Instant
High Troller,2019-11-07,R,4,{3}{R},Creature
High and Dry Black Market,2023-02-15,,0,,Phenomenon
High-Rise Sawjack,2022-04-29,G,3,{2}{G},Creature
High-Society Hunter,2024-11-15,B,5,{3}{B}{B},Creature
High-Speed Hoverbike,2022-02-18,,2,{2},Artifact
Highborn Ghoul,2012-02-03,B,2,{B}{B},Creature
Highborn Vampire,2020-09-25,B,4,{3}{B},Creature
Highcliff Felidar,2019-11-15,W,7,{5}{W}{W},Creature
Highland Berserker,2009-10-02,R,2,{1}{R},Creature
Highland Forest,2021-02-05,GR,0,,Land
Highland Game,2014-09-26,G,2,{1}{G},Creature
Highland Giant,1997-05-01,R,4,{2}{R}{R},Creature
Highland Lake,2016-04-08,RU,0,,Land
Highland Weald,2006-07-21,GR,0,,Land
Highspire Artisan,2016-09-30,G,3,{2}{G},Creature
Highspire Infusion,2017-01-20,G,2,{1}{G},Instant
Highspire Mantis,2014-09-26,RW,4,{2}{R}{W},Creature
Hightide Hermit,2016-09-30,U,5,{4}{U},Creature
Highway Robber,1999-10-04,B,4,{2}{B}{B},Creature
Highway Robbery,2024-04-19,R,2,{1}{R},Sorcery
"Higure, the Still Wind",2005-02-04,U,5,{3}{U}{U},Creature
"Higure, the Still Wind Avatar",2003-01-01,,0,,Vanguard
Hijack,2016-09-30,R,3,{1}{R}{R},Sorcery
"Hikari, Twilight Guardian",2004-10-01,W,5,{3}{W}{W},Creature
Hill Giant,1993-08-05,R,4,{3}{R},Creature
Hill Giant Herdgorger,2021-07-23,G,6,{4}{G}{G},Creature
Hillcomber Giant,2007-10-12,W,4,{2}{W}{W},Creature
"Hinata, Dawn-Crowned",2022-02-18,RUW,4,{1}{U}{R}{W},Creature
Hinder,2004-10-01,U,3,{1}{U}{U},Instant
Hindering Light,2008-10-03,UW,2,{W}{U},Instant
Hindering Touch,2003-05-26,U,4,{3}{U},Instant
Hindervines,2013-02-01,G,3,{2}{G},Instant
Hint of Insanity,2001-10-01,B,3,{2}{B},Sorcery
Hinterland Chef,2021-12-09,G,3,{2}{G},Creature
Hinterland Drake,2017-01-20,U,3,{2}{U},Creature
Hinterland Harbor,2011-09-30,GU,0,,Land
Hinterland Hermit // Hinterland Scourge,2012-02-03,R,2,{1}{R},Creature
Hinterland Logger // Timber Shredder,2016-04-08,G,2,{1}{G},Creature
Hinterland Sanctifier,2024-11-15,W,1,{W},Creature
Hipparion,1995-06-03,W,2,{1}{W},Creature
Hired Blade,2018-07-13,B,3,{2}{B},Creature
Hired Claw,2024-08-02,R,1,{R},Creature
Hired Giant,1999-10-04,R,4,{3}{R},Creature
Hired Heist,2016-08-26,U,0,,Conspiracy
Hired Hexblade,2021-07-23,B,2,{1}{B},Creature
Hired Muscle // Scarmaker,2005-02-04,B,3,{1}{B}{B},Creature
Hired Poisoner,2018-10-05,B,1,{B},Creature
Hired Torturer,2013-05-03,B,3,{2}{B},Creature
Hish of the Snake Cult,2024-08-02,BGU,5,{2}{B}{G}{U},Creature
Hisoka's Defiance,2004-10-01,U,2,{1}{U},Instant
Hisoka's Guard,2004-10-01,U,2,{1}{U},Creature
"Hisoka, Minamo Sensei",2004-10-01,U,4,{2}{U}{U},Creature
Hissing Iguanar,2008-10-03,R,3,{2}{R},Creature
Hissing Miasma,2006-02-03,B,3,{1}{B}{B},Enchantment
Hissing Quagmire,2016-01-22,BG,0,,Land
Historian of Zhalfir,2020-07-03,U,4,{2}{U}{U},Creature
Historian's Boon,2022-09-09,W,4,{3}{W},Enchantment
Historian's Wisdom,2022-02-18,G,3,{2}{G},Enchantment
History of Benalia,2018-04-27,W,3,{1}{W}{W},Enchantment
Hit // Run,2006-05-05,BGR,8,{1}{B}{R},Instant
Hit the Mother Lode,2023-11-17,R,7,{4}{R}{R}{R},Sorcery
Hitchclaw Recluse,2015-07-17,G,3,{2}{G},Creature
Hithlain Knots,2023-06-23,U,2,{1}{U},Instant
Hithlain Rope,2023-06-23,,2,{2},Artifact
Hive Mind,2009-07-17,U,6,{5}{U},Enchantment
Hive Stirrings,2013-07-19,W,3,{2}{W},Sorcery
Hive of the Eye Tyrant,2021-07-23,B,0,,Land
Hiveheart Shaman,2021-11-19,G,4,{3}{G},Creature
Hivespine Wolverine,2024-08-02,G,5,{3}{G}{G},Creature
Hivestone,2006-10-06,,2,{2},Artifact
Hivis of the Scale,1996-10-08,R,5,{3}{R}{R},Creature
"Hixus, Prison Warden",2015-07-17,W,5,{3}{W}{W},Creature
Hoar Shade,1995-06-03,B,4,{3}{B},Creature
Hoard Hauler,2022-04-29,R,4,{3}{R},Artifact
Hoard Robber,2021-07-23,B,2,{1}{B},Creature
Hoard-Smelter Dragon,2010-10-01,R,6,{4}{R}{R},Creature
Hoarder's Greed,2007-10-12,B,4,{3}{B},Sorcery
Hoarder's Overflow,2024-08-02,R,2,{1}{R},Enchantment
Hoarding Broodlord,2023-04-21,B,8,{5}{B}{B}{B},Creature
Hoarding Dragon,2010-07-16,R,5,{3}{R}{R},Creature
Hoarding Ogre,2021-07-23,R,4,{3}{R},Creature
Hoarding Recluse,2022-11-18,G,4,{3}{G},Creature
Hobbit's Sting,2023-06-23,W,2,{1}{W},Instant
Hobble,2001-02-05,W,3,{2}{W},Enchantment
Hobblefiend,2020-07-03,R,2,{1}{R},Creature
Hobbling Zombie,2021-09-24,B,3,{2}{B},Creature
Hobgoblin Bandit Lord,2021-07-23,R,3,{1}{R}{R},Creature
Hobgoblin Captain,2021-07-23,R,2,{1}{R},Creature
Hobgoblin Dragoon,2008-07-25,RW,3,{2}{R/W},Creature
Hofri Ghostforge,2021-04-23,RW,5,{3}{R}{W},Creature
"Hogaak, Arisen Necropolis",2019-06-14,BG,7,{5}{B/G}{B/G},Creature
Hoisted Hireling,2017-12-08,B,3,{2}{B},Creature
"Hokori, Dust Drinker",2005-02-04,W,4,{2}{W}{W},Creature
Hold at Bay,2014-02-07,W,2,{1}{W},Instant
Hold for Questioning,2022-12-02,U,4,{3}{U},Enchantment
Hold for Ransom,2022-04-29,W,2,{1}{W},Enchantment
Hold the Gates,2013-02-01,W,3,{2}{W},Enchantment
Hold the Line,2004-10-01,W,3,{1}{W}{W},Instant
Hold the Perimeter,2016-08-26,,0,,Conspiracy
Holdout Settlement,2016-01-22,,0,,Land
Holistic Wisdom,2001-10-01,G,3,{1}{G}{G},Enchantment
Hollow Dogs,1998-10-12,B,5,{4}{B},Creature
Hollow Marauder,2024-04-19,B,7,{6}{B},Creature
Hollow One,2017-07-14,,5,{5},Artifact;Creature
Hollow Scavenger // Bakery Raid,2023-09-08,G,3,{2}{G},Creature
Hollow Specter,2003-02-03,B,3,{1}{B}{B},Creature
Hollow Trees,1994-11-01,G,0,,Land
Hollow Warrior,2000-06-05,,4,{4},Artifact;Creature
Hollowborn Barghest,2008-05-02,B,7,{5}{B}{B},Creature
Hollowhead Sliver,2019-06-14,R,3,{2}{R},Creature
Hollowhenge Beast,2012-02-03,G,5,{3}{G}{G},Creature
Hollowhenge Overlord,2021-11-19,G,6,{4}{G}{G},Creature
Hollowhenge Scavenger,2011-09-30,G,5,{3}{G}{G},Creature
Hollowhenge Spirit,2012-02-03,W,4,{3}{W},Creature
Hollowhenge Wrangler,2021-12-09,G,5,{3}{G}{G},Creature
Hollowsage,2008-05-02,B,4,{3}{B},Creature
Holographic Double,2022-03-17,U,1,{U},Creature
Holy Armor,1993-08-05,W,1,{W},Enchantment
Holy Avenger,2021-07-23,W,3,{2}{W},Artifact
Holy Cow,2024-04-19,W,3,{2}{W},Creature
Holy Day,1994-06-01,W,1,{W},Instant
Holy Justiciar,2012-05-04,W,4,{3}{W},Creature
Holy Light,1994-08-01,W,3,{2}{W},Instant
Holy Mantle,2013-02-01,W,4,{2}{W}{W},Enchantment
Holy Strength,1993-08-05,W,1,{W},Enchantment
Homarid,1994-11-01,U,3,{2}{U},Creature
Homarid Explorer,2018-04-27,U,4,{3}{U},Creature
Homarid Shaman,1994-11-01,U,4,{2}{U}{U},Creature
Homarid Spawning Bed,1994-11-01,U,2,{U}{U},Enchantment
Homarid Warrior,1994-11-01,U,5,{4}{U},Creature
Homestead Courage,2021-09-24,W,1,{W},Sorcery
Homeward Path,2011-06-17,,0,,Land
Homicidal Seclusion,2012-05-04,B,5,{4}{B},Enchantment
Homicide Investigator,2024-02-09,B,2,{1}{B},Creature
Homing Lightning,2013-02-01,R,4,{2}{R}{R},Instant
Homing Sliver,2007-05-04,R,3,{2}{R},Creature
Homunculus Horde,2024-11-15,U,4,{3}{U},Creature
"Homura, Human Ascendant // Homura's Essence",2005-06-03,R,6,{4}{R}{R},Creature
Honden of Cleansing Fire,2004-10-01,W,4,{3}{W},Enchantment
Honden of Infinite Rage,2004-10-01,R,3,{2}{R},Enchantment
Honden of Life's Web,2004-10-01,G,5,{4}{G},Enchantment
Honden of Night's Reach,2004-10-01,B,4,{3}{B},Enchantment
Honden of Seeing Winds,2004-10-01,U,5,{4}{U},Enchantment
Honed Khopesh,2017-04-28,,1,{1},Artifact
Honest Rutstein,2024-04-19,BG,3,{1}{B}{G},Creature
Honey Mammoth,2020-04-24,G,6,{4}{G}{G},Creature
Honeymoon Hearse,2021-11-19,R,3,{2}{R},Artifact
Honor Guard,1998-03-02,W,1,{W},Creature
Honor Troll,2021-04-23,G,3,{2}{G},Creature
Honor of the Pure,2009-07-17,W,2,{1}{W},Enchantment
Honor the Fallen,1999-10-04,W,2,{1}{W},Instant
Honor the God-Pharaoh,2019-05-03,R,3,{2}{R},Sorcery
Honor's Reward,2015-01-23,W,3,{2}{W},Instant
Honor-Worn Shaku,2004-10-01,,3,{3},Artifact
Honorable Passage,1997-02-03,W,2,{1}{W},Instant
Honorable Scout,2001-02-05,W,1,{W},Creature
